id,公司名称,关联公司名称,岗位,岗位描述,岗位标签,待遇,学历,所在城市,发布时间
526,中国平安人寿保险股份有限公司宁波分公司,中国平安人寿保险股份有限公司宁波分公司,银行渠道经理,"<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        岗位职责：1、负责宁波地区各大银行渠道（包括国有银行和股份制银行）业务的管理和维护；2、为银行渠道、客户提供优质服务和培训。岗位要求:1、性格开朗，学习能力、适应能力强；2、本科以上学历，专业不限，金融、财经及市场营销类专业优先；3、年龄在23至40岁,男女不限；4、有保险、银行、证券等金融或酒店管理、汽车销售、旅游行业等相关销售服务行业经验者优先。",,1-2万·13薪,大专,宁波市,2023-08-15 00:00:00
527,中国平安人寿保险股份有限公司重庆分公司第三营销服务部,中国平安人寿保险股份有限公司重庆分公司第三营销服务部,房地产转型优才管理,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        一、岗位职责：1.学习掌握中高层管理者应该具备的管理能力、营销能力、处理基层紧急突发况的能力2.负责部基层团队的经营、管理、发展、绩效的追踪和维护3.负责团队未来发展方向制定与人才招募、培养与管理，达成公司年度计划任务4.负责团队绩效追踪，反馈，员工定期面谈，员工职业规划，5.完成领导安排的其他任务。二、任职要求:1、两年以上团队管理经验2、工作细心、责任心强、勤奋好学；3、具备强烈的责任感，目标感。4、无不良嗜好，无违法犯罪记录周一到周五早上8:30---下午5:30，周末双休，法定节假日休息。,管理<$&0007&$>营销<$&0007&$>团队管理<$&0007&$>中高层管理<$&0007&$>绩效追踪<$&0007&$>团队经营,1.8-3.6万·13薪,本科,江北区,2023-10-09 00:00:00
528,上海派能能源科技股份有限公司,上海派能能源科技股份有限公司,中级电工,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        岗位职责：1、做好班组建设，确保公司制度、安全操作规程的落实；2、配电设备维护保养计划的执行及检查；3、配电设备巡检工作的落实及检查；4、按照工作任务指令，将每项工作落实到具体员工；5、定期或不定期对本班的工作进度进行抽查、检验，对不合格工作做出处理；6、充分熟悉了解设备状况及时诊断并排除故障，指导电工现场维修作业；7、协助主管做好现场自主及外包安装工程的管理工作，包括安全、质量、进度等；8、人员及设备状况巡查。岗位要求：1、拥有独立维修、改善的能力；2、了解所有设备功能和操作原理。,,4-7千,高中,扬州市,2023-03-06 00:00:00
529,海光信息技术股份有限公司,海光信息技术股份有限公司,2022校招-SOC芯片逻辑设计工程师（北京）,"<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        岗位职责    1. 负责IP规格/设计文档的制定，RTL coding， 功能调试以及覆盖率分析2. 负责IP集成，Lint/cdc检查, sdc/upf/timing收敛       3. 负责SoC系统级/子系统集成和各项流程报告的处理和检查4. 负责IP/SOC PPA分析和优化 5. 参与硅后芯片的bringup和问题调试   任职要求：1. 具有一定数字集成电路基础2. 熟练掌握Verilog HDL3. 对计算机体系结构有一定的了解4. 熟悉ARM微处理器架构，AMBA 总线者优先 5. 对芯片设计、验证流程有一定的了解，6. 对VCS/DC/PrimeTime/verdi等工具有一定的了解7. 学习成绩优秀、上进好学，认真负责，严谨细心 8. 具有PCIE,DDR,USB,SATA, Ethernet,Fabric,CPU core，Serdes  等方面经验者优先",,1.5-2万/月,硕士,,2021-08-09 00:00:00
530,佛山市万科物业服务有限公司,佛山市万科物业服务有限公司,物业机电经理,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        工作职责：1、统筹住宅设施设备管理的制度文件优化和完善，运行和维护。2、对住宅设备设施管理的共性问题或疑难问题提供解决方案。3、评估诊断设备管理供方的服务水平，统筹提升设备外包监控能力。4、统筹住宅设备设施管理专业团队培养和考核认证。5、引进推广新技术新方法在住宅设施设备管理中应用.6、统筹设备管理专项工作的推进落地。   任职要求：1、大专及以上学历，机电一体化、电气类相关专业   2、5年以上物业行业经验，团队管理经验不少于3年   3、熟悉大型楼盘机电设备（电梯、强弱电或消防）保养相关知识及经验4、有片区管理思维,团队管理<$&0007&$>电梯<$&0007&$>消防<$&0007&$>强弱电<$&0007&$>片区管理<$&0007&$>物业行业<$&0007&$>电气,8千-1万・14薪,大专,中山市,2023-03-14 00:00:00
531,福建诺奇股份有限公司,福建诺奇股份有限公司,店长,职务要求：1、大专以上学历，1年以上服装零售业店长工作经验；2、形象良好，诚实开朗，有高度的工作责任心 ；3、具有娴熟的销售技巧，良好的沟通意识、服务意识，有志于从事零售行业工作；4、具有零售行业(例如超市、百货公司、专卖店等)销售工作经验的优先 。联系电话： 0512-52052176  13962384129（徐小姐） 13301578382（张先生）招聘咨询：QQ：582964430招聘邮箱：hrjs@nuoqi.cn公司地址：江苏省常熟市莫城三塘村长浜路 88号（江苏办公总部）；公司网址：www.nuoqi.com  新浪微博：@诺奇官方微博<$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$>,店长销售,面议,大专,苏州市,2014-07-15 00:00:00
532,唐山海泰新能科技股份有限公司,唐山海泰新能科技股份有限公司,办公室文员,<$&0006&$><$&0007&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0006&$><$&0007&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$>熟练掌握办公软件，勤奋好学善于沟通,,2.8-3.6千/月,大专,唐山市,2019-01-02 00:00:00
533,江苏纽泰格科技股份有限公司,江苏纽泰格科技股份有限公司,销售储备干部,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        2022届本科国际贸易、英语等相关专业,保险<$&0007&$>互联网<$&0007&$>人力资源,4-6千,本科,淮安市,2022-05-25 00:00:00
534,南京科思化学股份有限公司,南京科思化学股份有限公司,科学家(J10101),<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        工作职责:职责描述：1、负责应用与配方相关工作的分配和整体把控2、负责与公司其他部门的沟通对接，汇报各个项目的进展3、负责配方部门日常管理工作以及部门人员专业技能的提升工作4、负责客户的技术支持和销售人员的技术培训任职资格:1、硕士及以上学历2、精通个人护理品（洗护，防晒，护肤）原料领域，熟练掌握配方研发知识、产品分析知识、化妆品法规知识3、5-8年以上配方研发和管理工作经验4、团队协作、问题解决力 5、思维开阔，积极向上，善于总结，有团队凝聚力,护肤<$&0007&$>洗护,3-5万,硕士,南京市,2024-12-18 00:00:00
535,南京科思化学股份有限公司,南京科思化学股份有限公司,科学家(J10101),<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        工作职责:职责描述：1、负责应用与配方相关工作的分配和整体把控2、负责与公司其他部门的沟通对接，汇报各个项目的进展3、负责配方部门日常管理工作以及部门人员专业技能的提升工作4、负责客户的技术支持和销售人员的技术培训任职资格:1、硕士及以上学历2、精通个人护理品（洗护，防晒，护肤）原料领域，熟练掌握配方研发知识、产品分析知识、化妆品法规知识3、5-8年以上配方研发和管理工作经验4、团队协作、问题解决力 5、思维开阔，积极向上，善于总结，有团队凝聚力,,3-5万,硕士,闵行区,2023-11-06 00:00:00
536,中国平安财产保险股份有限公司江西分公司,中国平安财产保险股份有限公司江西分公司,24届星源管培生（能源三电）,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        工作职责：1、负责新能源/辅助驾驶领域的新技术研究，分析风险定价；2、负责新能源车险行业研究，分析行业发展及市场未来趋势，研究发展策略；3、负责新能源车企等合作伙伴对接，推动业务发展；4、负责新能源相关非车险业务定价及核保支持，参与搭建新能源相关风控体系与线上化建设工作。任职资格：1、2024届优秀本科毕业生，能源材料、能源工程、机电工程、能源动力、电气工程、电子信息、电子科学、材料科学与工程、机械类、光伏材料及应用等相关专业优先；2、良好的沟通能力、协作能力、学习能力和专业水平；3、取得自身专业相关的资格证书优先；4、有知名企业实习经验者优先；5、根据笔试及专业面试情况，双选分配至相关岗位。,,4.5-6千,本科,南昌市,2023-08-28 00:00:00
537,中国平安财产保险股份有限公司江西分公司,中国平安财产保险股份有限公司江西分公司,24届星源管培生（能源三电）,<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        工作职责：1、负责新能源/辅助驾驶领域的新技术研究，分析风险定价；2、负责新能源车险行业研究，分析行业发展及市场未来趋势，研究发展策略；3、负责新能源车企等合作伙伴对接，推动业务发展；4、负责新能源相关非车险业务定价及核保支持，参与搭建新能源相关风控体系与线上化建设工作。任职资格：1、2024届优秀本科毕业生，能源材料、能源工程、机电工程、能源动力、电气工程、电子信息、电子科学、材料科学与工程、机械类、光伏材料及应用等相关专业优先；2、良好的沟通能力、协作能力、学习能力和专业水平；3、取得自身专业相关的资格证书优先；4、有知名企业实习经验者优先；5、根据笔试及专业面试情况，双选分配至相关岗位。,,4.5-6千,本科,南昌市,2023-08-28 00:00:00
538,宏盛华源铁塔集团股份有限公司,宏盛华源铁塔集团股份有限公司,证券业务管理 (职位编号：2),<$&0006&$><$&0007&$>    <$&0006&$><$&0007&$>        专业要求：金融主要职责：1.负责资本市场和行业的研究分析以及对二级市场行情监控和市值变动分析；2.分析证券市场动态，定期编写证券市场研究报告；3.负责收集国家宏观经济政策及证券市场信息；4.对资本市场、融资方式和创新型金融工具进行研究，参与并推动实施公司资本运作和再融资，负责与公司相关部门共同组织实施收购、兼并、重组等资本运作项目，拓展公司融资渠道和发展平台；5.协助与中国证监会、省监管局及证券交易所等机构之间的沟通和联络。岗位所需的任职条件：1.45周岁以下，全日制研究生及以上学历，具备CPA、律师等资格；2.遵守国家法律法规，具有良好的思想品德，专业基础知识扎实，善于沟通、协调组织能力强；3.具有5年及以上上市公司信息披露或者投行、律师事务所或会计师事务所相关岗位工作经验。,,1-2万,硕士,济南市,2023-07-11 00:00:00
539,东方网力科技股份有限公司,东方网力科技股份有限公司,商务专员(001374)(职位编号：netposa001374),<$&0006&$><$&0007&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0006&$><$&0007&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$><$&0005&$>岗位职责:1、负责办事处一切日常事务性工作，及时高效完成，并及时汇报工作进展； 2、负责办事处日常统计工作，包括固定资产、人员资料、费用、业绩及回款等； 3、负责办事处与总部商务、财务、人事、行政各部门的对接工作；4、完成领导临时交由的其它工作。 任职资格:1、大专及以上学历，文秘、营销管理专业优先；2、熟练电脑操作及Office办公软件；3、工作有条理性，思路清晰，有责任心，具有较强的沟通能力及执行力，积极的工作态度，且能承受一定的工作压力；4、具有商务、助理类相关工作经验3年以上。,,4.5-6千/月,大专,成都市,2017-12-04 00:00:00
